timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1775845131889,0.16129749,-0.88089186,0.15847275,0.007901006,-0.016089875,0.9097451,0.4147801
1775845131897,0.15546528,-0.88112473,0.15871684,0.0071583507,-0.009445357,0.90797776,0.4188508
1775845131908,0.14974907,-0.88162667,0.15880668,0.0057566636,-0.010721675,0.9065189,0.4219899
1775845131917,0.14375165,-0.8819875,0.15867862,0.007154286,-0.016482694,0.9047414,0.42558205
1775845131928,0.13774939,-0.88207734,0.15857777,0.0064171683,-0.0093523655,0.9040504,0.42727548
1775845131938,0.13187328,-0.8822906,0.15806721,0.008213153,-0.0143567305,0.9029533,0.4294202
1775845131948,0.12593754,-0.88244647,0.15821868,0.0072211893,-0.010137727,0.9012379,0.43314585
1775845131958,0.119993225,-0.88273346,0.15785207,0.007499231,-0.014800207,0.89992297,0.4357331
1775845131969,0.113973744,-0.88286203,0.15810433,0.009872417,-0.012995031,0.8978731,0.4399518
1775845131977,0.10803159,-0.88305557,0.15802142,0.007344066,-0.013924254,0.8969639,0.44182342
1775845131996,0.10205991,-0.8831034,0.15794212,0.00670824,-0.017259113,0.8954149,0.44484743
1775845131999,0.096338235,-0.88308996,0.15798567,0.0075160647,-0.020463048,0.8936872,0.44816062
1775845132009,0.09073813,-0.8832521,0.15823902,0.00835471,-0.016783144,0.89196074,0.4517241
1775845132019,0.0851247,-0.883173,0.1583216,0.008808558,-0.014571814,0.8912646,0.4531639
1775845132029,0.07962248,-0.8832699,0.15848166,0.007182975,-0.011776117,0.88935614,0.45700702
1775845132038,0.0742346,-0.8832287,0.158309,0.0075111887,-0.015058435,0.88858676,0.45839983
1775845132048,0.068739176,-0.8827768,0.15822476,0.009680092,-0.011169393,0.887887,0.45982414
1775845132059,0.063460454,-0.8829119,0.15805954,0.0064375764,-0.014286801,0.8860277,0.46336734
1775845132067,0.0581834,-0.88281304,0.15814625,0.0076251905,-0.012230056,0.8841513,0.46697834
1775845132078,0.052584857,-0.88271505,0.15809645,0.009154198,-0.011567237,0.8830754,0.4689993
1775845132090,0.04720047,-0.8824248,0.15819462,0.007823459,-0.007991376,0.88020694,0.47445843
1775845132098,0.042385563,-0.88225776,0.15664198,0.0041055502,-0.03195246,0.88328296,0.4677322
1775845132107,0.0366456,-0.8812151,0.15753256,0.0047272947,-0.016346896,0.8787178,0.47703815
1775845132117,0.031136228,-0.8807472,0.15756464,0.005279064,-0.0137274265,0.8768641,0.48051333
1775845132127,0.025420353,-0.88011783,0.15706806,0.0071039903,-0.014942223,0.87624866,0.48157516
1775845132137,0.019725388,-0.87984234,0.15703134,0.0036557293,-0.01251516,0.8738556,0.48601073
1775845132147,0.013993328,-0.8794245,0.15677302,0.0064680497,-0.015380906,0.8728792,0.48765105
1775845132157,0.008258503,-0.8790734,0.15685473,0.0032804655,-0.012962794,0.8709253,0.49123353
1775845132167,0.002583653,-0.878462,0.15674803,0.007959323,-0.015679646,0.8696973,0.49327227
1775845132177,-0.0030346802,-0.87823564,0.15698968,0.004517845,-0.012908216,0.8677108,0.49688116
1775845132187,-0.00890171,-0.8773299,0.15682864,0.00859582,-0.015525248,0.86639786,0.49903885
